physical_angle_from_+z_deg,normalized_power
-4.313439148593918304e+01,5.974713213418048757e-02
-4.325019298655934108e+01,5.932104404162163308e-02
-4.336621507963444344e+01,5.886983640431921877e-02
-4.348245950910802549e+01,5.839417137409193964e-02
-4.359892803936925532e+01,5.789475135635662600e-02
-4.371562245559552906e+01,5.737231757946005539e-02
-4.383254456410232791e+01,5.682764857744689035e-02
-4.394969619270062111e+01,5.626155859098466716e-02
-4.406707919106207783e+01,5.567489589138257394e-02
-4.418469543109226549e+01,5.506854103283682217e-02
-4.430254680731201233e+01,5.444340503821226002e-02
-4.442063523724718976e+01,5.380042752382658416e-02
-4.453896266182707819e+01,5.314057476884060521e-02
-4.465753104579181354e+01,5.246483773497365860e-02
-4.477634237810859474e+01,5.177423004235861409e-02
-4.489539867239757598e+01,5.106978590742562718e-02
-4.501470196736729434e+01,5.035255804875676117e-02
-4.513425432725986042e+01,4.962361556688713038e-02
-4.525405784230650141e+01,4.888404180403892879e-02
-4.537411462919342142e+01,4.813493218976746396e-02
-4.549442683153855427e+01,4.737739207846845824e-02
-4.561499662037917346e+01,4.661253458464773014e-02
-4.573582619467099875e+01,4.584147842178629140e-02
-4.585691778179909761e+01,4.506534575054691599e-02
-4.597827363810051082e+01,4.428526004196264854e-02
-4.609989604939956820e+01,4.350234396112533097e-02
-4.622178733155574548e+01,4.271771727675156144e-02
-4.634394983102473731e+01,4.193249480184799843e-02
-4.646638592543298785e+01,4.114778437052596383e-02
-4.658909802416606283e+01,4.036468485582911381e-02
-4.671208856897146688e+01,3.958428423323830103e-02
-4.683536003457603414e+01,3.880765769430553208e-02
-4.695891492931855993e+01,3.803586581464402094e-02
-4.708275579579819947e+01,3.726995278026712377e-02
-4.720688521153870454e+01,3.651094467602414295e-02
-4.733130578966952129e+01,3.575984783962762870e-02
-4.745602017962382035e+01,3.501764728450611902e-02
-4.758103106785428338e+01,3.428530519444972224e-02
-4.770634117856699419e+01,3.356375949274204018e-02
-4.783195327447413803e+01,3.285392248819686556e-02
-4.795787015756606309e+01,3.215667960023679828e-02
-4.808409466990318748e+01,3.147288816486955992e-02
-4.821062969442862567e+01,3.080337632313475890e-02
-4.833747815580196772e+01,3.014894199331059552e-02
-4.846464302125506407e+01,2.951035192788876646e-02
-4.859212730147037007e+01,2.888834085604538929e-02
-4.871993405148271705e+01,2.828361071205999847e-02
-4.884806637160517795e+01,2.769682994986128952e-02
-4.897652740837995822e+01,2.712863294361196956e-02
-4.910532035555489472e+01,2.657961947398205724e-02
-4.923444845508672785e+01,2.605035429950646256e-02
-4.936391499817173667e+01,2.554136681217460125e-02
-4.949372332630490945e+01,2.505315077616077080e-02
-4.962387683236849512e+01,2.458616414837468123e-02
-4.975437896175086649e+01,2.414082897929030122e-02
-4.988523321349698847e+01,2.371753139230193749e-02
-5.001644314149125847e+01,2.331662163965674342e-02
-5.014801235567407645e+01,2.293841423282504469e-02
-5.027994452329328112e+01,2.258318814499386817e-02
-5.041224337019157531e+01,2.225118708320510813e-02
-5.054491268213143940e+01,2.194261982750772208e-02
-5.067795630615847102e+01,2.165766063435571251e-02
-5.081137815200505514e+01,2.139644970135632165e-02
-5.094518219353538768e+01,2.115909369036202137e-02
-5.107937247023355098e+01,2.094566630579849931e-02
-5.121395308873619001e+01,2.075620892503671558e-02
-5.134892822441146620e+01,2.059073127754228530e-02
-5.148430212298587350e+01,2.044921216947743689e-02
-5.162007910222090601e+01,2.033160025038309796e-02
-5.175626355364124720e+01,2.023781481853580144e-02
-5.189285994431664051e+01,2.016774666155254914e-02
-5.202987281869925340e+01,2.012125892880932063e-02
-5.216730680051885827e+01,2.009818803224171224e-02
-5.230516659473804708e+01,2.009834457211284384e-02
-5.244345698956957591e+01,2.012151428436001477e-02
-5.258218285855875962e+01,2.016745900617070153e-02
-5.272134916273288496e+01,2.023591765648663499e-02
-5.286096095282091767e+01,2.032660722819428986e-02
-5.300102337154564935e+01,2.043922378882877949e-02
-5.314154165599202884e+01,2.057344348669577078e-02
-5.328252114005392315e+01,2.072892355940298206e-02
-5.342396725696318072e+01,2.090530334188715408e-02
-5.356588554190398810e+01,2.110220527112418448e-02
-5.370828163471630035e+01,2.131923588481968862e-02
-5.385116128269196878e+01,2.155598681149121371e-02
-5.399453034346745284e+01,2.181203574947573887e-02
-5.413839478801740768e+01,2.208694743252028608e-02
-5.428276070375316209e+01,2.238027457974514287e-02
-5.442763429773092554e+01,2.269155882790218140e-02
-5.457302189997432862e+01,2.302033164398903028e-02
-5.471892996691644839e+01,2.336611521641905262e-02
-5.486536508496634212e+01,2.372842332308925176e-02
-5.501233397420596560e+01,2.410676217483183337e-02
-5.515984349222324568e+01,2.450063123287883268e-02
-5.530790063808720447e+01,2.490952399911399925e-02
-5.545651255647216971e+01,2.533292877803065141e-02
-5.560568654193734517e+01,2.577032940945689701e-02
-5.575543004336954311e+01,2.622120597125283947e-02
-5.590575066859609166e+01,2.668503545132379362e-02
-5.605665618917669235e+01,2.716129238843281724e-02
-5.620815454538214340e+01,2.764944948143050266e-02
-5.636025385136922239e+01,2.814897816665343222e-02
-5.651296240056128539e+01,2.865934916337092506e-02
-5.666628867124437363e+01,2.918003298728586575e-02
-5.682024133238988384e+01,2.971050043221590969e-02
-5.697482924971478013e+01,3.025022302019863760e-02
-5.713006149199139827e+01,3.079867342037590980e-02
-5.728594733761961066e+01,3.135532583711998778e-02
-5.744249628147459674e+01,3.191965636796580130e-02
-5.759971804204464974e+01,3.249114333201033600e-02
-5.775762256887426815e+01,3.306926756953101898e-02
-5.791622005032809284e+01,3.365351271366024549e-02
-5.807552092169360947e+01,3.424336543503284785e-02
-5.823553587364011008e+01,3.483831566039644750e-02
-5.839627586105344648e+01,3.543785676624296860e-02
-5.855775211226752219e+01,3.604148574858023757e-02
-5.871997613871396027e+01,3.664870337001864542e-02
-5.888295974501379959e+01,3.725901428539790672e-02
-5.904671503953574785e+01,3.787192714722062425e-02
-5.921125444544830430e+01,3.848695469219916288e-02
-5.937659071229328589e+01,3.910361381025208305e-02
-5.954273692811219121e+01,3.972142559731282191e-02
-5.970970653215723445e+01,4.033991539333346699e-02
-5.987751332822221428e+01,4.095861280688026240e-02
-6.004617149863045711e+01,4.157705172772655638e-02
-6.021569561891985245e+01,4.219477032885236151e-02
-6.038610067326796838e+01,4.281131105925763819e-02
-6.055740207070319059e+01,4.342622062898938290e-02
-6.072961566215155216e+01,4.403904998777147251e-02
-6.090275775837226035e+01,4.464935429860833471e-02
-6.107684514883960247e+01,4.525669290771341946e-02
-6.125189512163239414e+01,4.586062931208789717e-02
-6.142792548439796718e+01,4.646073112604384020e-02
-6.160495458646230560e+01,4.705657004793494663e-02
-6.178300134216353712e+01,4.764772182831767539e-02
-6.196208525549314317e+01,4.823376624072675534e-02
-6.214222644613492719e+01,4.881428705620315806e-02
-6.232344567700032201e+01,4.938887202266623033e-02
-6.250576438336604213e+01,4.995711285016984221e-02
-6.268920470373002729e+01,5.051860520303067675e-02
-6.287378951251049841e+01,5.107294869975963214e-02
-6.305954245472513975e+01,5.161974692167010242e-02
-6.324648798279816475e+01,5.215860743097647245e-02
-6.343465139565786615e+01,5.268914179913370549e-02
-6.362405888030038881e+01,5.321096564610597324e-02
-6.381473755601299302e+01,5.372369869118577557e-02
-6.400671552146793886e+01,5.422696481592000767e-02
-6.420002190491737792e+01,5.472039213962958532e-02
-6.439468691774287379e+01,5.520361310794339588e-02
-6.459074191163766443e+01,5.567626459469539324e-02
-6.478821943972731390e+01,5.613798801746554268e-02
-6.498715332196499617e+01,5.658842946697496823e-02
-6.518757871517327374e+01,5.702723985047388616e-02
-6.538953218814141621e+01,5.745407504919374658e-02
-6.559305180223205411e+01,5.786859608986048842e-02
-6.579817719799862630e+01,5.827046933020098990e-02
-6.600494968837115550e+01,5.865936665830145946e-02
-6.621341235902919209e+01,5.903496570561080070e-02
-6.642361017665059819e+01,5.939695007331301929e-02
-6.663559010580570430e+01,5.974500957172717425e-02
-6.684940123535476175e+01,6.007884047232692204e-02
-6.706509491531122080e+01,6.039814577190892597e-02
-6.728272490524831539e+01,6.070263546837607188e-02
-6.750234753546284594e+01,6.099202684754183312e-02
-6.772402188226114106e+01,6.126604478030127365e-02
-6.794780995890977238e+01,6.152442202945928446e-02
-6.817377692399688272e+01,6.176689956545086679e-02
-6.840199130918335868e+01,6.199322689013516546e-02
-6.863252526859571390e+01,6.220316236779590419e-02
-6.886545485242822906e+01,6.239647356243249038e-02
-6.910086030768916032e+01,6.257293758038119658e-02
-6.933882640945600428e+01,6.273234141726352631e-02
-6.957944282650979062e+01,6.287448230822059725e-02
-6.982280452581093755e+01,6.299916808035373184e-02
-7.006901222098153426e+01,6.310621750626174697e-02
-7.031817287078985146e+01,6.319546065753281483e-02
-7.057040023462306522e+01,6.326673925702326617e-02
-7.082581549311805702e+01,6.331990702873388499e-02
-7.108454794354028650e+01,6.335483004407246876e-02
-7.134673578121649484e+01,6.337138706327845317e-02
-7.161252698040293296e+01,6.336946987077153592e-02
-7.188208029050359471e+01,6.334898360317813004e-02
-7.215556636665128565e+01,6.330984706878677037e-02
-7.243316905748555712e+01,6.325199305718148812e-02
-7.271508687768982782e+01,6.317536863780683076e-02
-7.300153469875375833e+01,6.307993544622521320e-02
-7.329274569883249058e+01,6.296566995684006740e-02
-7.358897362194160507e+01,6.283256374087269058e-02
-7.389049540866149357e+01,6.268062370840149500e-02
-7.419761427585298463e+01,6.250987233329635684e-02
-7.451066334275165559e+01,6.232034785990796938e-02
-7.483000992678573482e+01,6.211210449040471815e-02
-7.515606066678796537e+01,6.188521255168572682e-02
-7.548926767710585750e+01,6.163975864083850315e-02
-7.583013599805458682e+01,6.137584574815278110e-02
-7.617923269291678423e+01,6.109359335675099839e-02
-7.653719805930960263e+01,6.079313751794628712e-02
-7.690475958843092030e+01,6.047463090149349241e-02
-7.728274954302992228e+01,6.013824281995808901e-02
-7.767212737119346855e+01,5.978415922648862291e-02
-7.807400868856288412e+01,5.941258268534332226e-02
-7.848970334678907079e+01,5.902373231458959979e-02
-7.892076633286970377e+01,5.861784370046607684e-02
-7.936906721708824364e+01,5.819516878296900064e-02
-7.983688714693701627e+01,5.775597571230248889e-02
-8.032705804746242961e+01,5.730054867590853723e-02
-8.084316891150261597e+01,5.682918769587326502e-02
-8.138988351631661544e+01,5.634220839658856533e-02
-8.197345334741278577e+01,5.583994174263010729e-02
-8.260259600834081084e+01,5.532273374689890971e-02
-8.329011891728239902e+01,5.479094514915842234e-02
-8.405624693524562474e+01,5.424495106518541221e-02
-8.493653584769540998e+01,5.368514060684098643e-02
-8.600576606972218485e+01,5.311191647345359090e-02
-8.749522430651641969e+01,5.252569451499382314e-02
